Electronic / Dance / Club,Dub music
Electronic / Dance / Club,Dubstep
Electronic / Dance / Club,Dubtronica
Electronic / Dance / Club,Dutch house
Electronic / Dance / Club,Electro
Electronic / Dance / Club,Electro backbeat
Electronic / Dance / Club,Electro house
Electronic / Dance / Club,Electroacoustic
Electronic / Dance / Club,Electroacoustic improvisation
Electronic / Dance / Club,Electroclash
Electronic / Dance / Club,Electro-grime
Electronic / Dance / Club,Electro-Industrial
Electronic / Dance / Club,Electronic art music
Electronic / Dance / Club,Electronic body music
Electronic / Dance / Club,Electronic dance music
Electronic / Dance / Club,Electronic rock
Electronic / Dance / Club,Electronica
Electronic / Dance / Club,Electropop
Electronic / Dance / Club,Electropunk
Electronic / Dance / Club,Electro-Swing
Electronic / Dance / Club,Ethereal Wave
Electronic / Dance / Club,Ethnic electronica
Electronic / Dance / Club,Euro disco
Electronic / Dance / Club,Eurobeat
Electronic / Dance / Club,Eurodance
Electronic / Dance / Club,Europop
Electronic / Dance / Club,Eurotrance
Electronic / Dance / Club,Euro-trance
Electronic / Dance / Club,Exercise / Fitness & Workout
Electronic / Dance / Club,Florida breaks
Electronic / Dance / Club,Folktronica
Electronic / Dance / Club,Free tekno
Electronic / Dance / Club,Freestyle house
Electronic / Dance / Club,French house
Electronic / Dance / Club,Full on
Electronic / Dance / Club,Funky house
Electronic / Dance / Club,Futurepop
Electronic / Dance / Club,Gabber
Electronic / Dance / Club,Game Boy music
Electronic / Dance / Club,Garage
Electronic / Dance / Club,Ghetto house
Electronic / Dance / Club,Ghettotech
Electronic / Dance / Club,Glitch
Electronic / Dance / Club,Goa trance / Psychedelic trance
Electronic / Dance / Club,Grime
Electronic / Dance / Club,Happy hardcore
Electronic / Dance / Club,Hard NRG
Electronic / Dance / Club,Hard trance
Electronic / Dance / Club,Hardbag
Electronic / Dance / Club,Hardcore
Electronic / Dance / Club,Hardcore breaks
Electronic / Dance / Club,Hardcore/Hard dance
Electronic / Dance / Club,Hardstep
Electronic / Dance / Club,Hardstyle
Electronic / Dance / Club,Hi-NRG
Electronic / Dance / Club,Hip house
Electronic / Dance / Club,House
Electronic / Dance / Club,IDM
Electronic / Dance / Club,IDM/Experimental
Electronic / Dance / Club,Illbient
Electronic / Dance / Club,Indietronica
Electronic / Dance / Club,Industrial
Electronic / Dance / Club,Industrial metal
Electronic / Dance / Club,Industrial rock
Electronic / Dance / Club,Intelligent drum and bass
Electronic / Dance / Club,Isolationism
Electronic / Dance / Club,Italo dance
Electronic / Dance / Club,Italo disco
Electronic / Dance / Club,Italo house
Electronic / Dance / Club,Japanoise
Electronic / Dance / Club,J-pop
Electronic / Dance / Club,Jumpstyle
Electronic / Dance / Club,Jump-Up
Electronic / Dance / Club,Jungle
Electronic / Dance / Club,Laptronica
Electronic / Dance / Club,Latin house
Electronic / Dance / Club,Liquid funk
Electronic / Dance / Club,Live coding
Electronic / Dance / Club,Live electronics
Electronic / Dance / Club,Lowercase
Electronic / Dance / Club,Madchester
Electronic / Dance / Club,Makina
Electronic / Dance / Club,Minimal
Electronic / Dance / Club,Minimal house/Microhouse
Electronic / Dance / Club,Moombahton
Electronic / Dance / Club,Musique concrète
Electronic / Dance / Club,Neue Deutsche Härte
Electronic / Dance / Club,Neurofunk
Electronic / Dance / Club,New age house
Electronic / Dance / Club,New Beat
Electronic / Dance / Club,New rave
Electronic / Dance / Club,Nintendocore
Electronic / Dance / Club,Noise
Electronic / Dance / Club,Nortec
Electronic / Dance / Club,Nu jazz
Electronic / Dance / Club,Nu skool breaks
Electronic / Dance / Club,Nu-disco
Electronic / Dance / Club,Oldschool jungle
Electronic / Dance / Club,Orchestral Uplifting
Electronic / Dance / Club,Post-disco
Electronic / Dance / Club,Power electronics
Electronic / Dance / Club,Power noise
Electronic / Dance / Club,Progressive
Electronic / Dance / Club,Progressive breaks
Electronic / Dance / Club,Progressive drum & bass
Electronic / Dance / Club,Progressive House
Electronic / Dance / Club,Progressive House/Trance
Electronic / Dance / Club,Progressive techno
Electronic / Dance / Club,Psybient
Electronic / Dance / Club,Psybreaks
Electronic / Dance / Club,Psyprog
Electronic / Dance / Club,Raggacore
Electronic / Dance / Club,Ragga-jungle
Electronic / Dance / Club,Rave breaks
Electronic / Dance / Club,Rave music
Electronic / Dance / Club,Rotterdam techno
Electronic / Dance / Club,Sambass
Electronic / Dance / Club,Schranz / Hardtechno
Electronic / Dance / Club,Skweee
Electronic / Dance / Club,Sound art
Electronic / Dance / Club,Soundscape composition
Electronic / Dance / Club,Space disco
Electronic / Dance / Club,Space house
Electronic / Dance / Club,Space rock
Electronic / Dance / Club,Speed garage
Electronic / Dance / Club,Speedcore
Electronic / Dance / Club,Suomisaundi
Electronic / Dance / Club,Swing house
Electronic / Dance / Club,Symphonic techno
Electronic / Dance / Club,Synthcore
Electronic / Dance / Club,Synthpop
Electronic / Dance / Club,Synthpunk
Electronic / Dance / Club,Tape music
Electronic / Dance / Club,Tech house
Electronic / Dance / Club,Tech trance
Electronic / Dance / Club,Techno
Electronic / Dance / Club,Techno-DNB
Electronic / Dance / Club,Techstep
Electronic / Dance / Club,Tecno brega
Electronic / Dance / Club,Terrorcore
Electronic / Dance / Club,Toytown Techno
Electronic / Dance / Club,Trance
Electronic / Dance / Club,Tribal house
Electronic / Dance / Club,Trip hop
Electronic / Dance / Club,Trip rock
Electronic / Dance / Club,Turbofolk
Electronic / Dance / Club,UK garage
Electronic / Dance / Club,UK Hard house
Electronic / Dance / Club,UK hardcore
Electronic / Dance / Club,Uplifting trance
Electronic / Dance / Club,US garage
Electronic / Dance / Club,Video game music
Electronic / Dance / Club,Vocal house
Electronic / Dance / Club,Vocal trance
Electronic / Dance / Club,Witch House/Drag
Electronic / Dance / Club,Yorkshire Bleeps and Bass
Folk,Alternative Folk
Folk,American folk revival
Folk,Anti-folk
Folk,British folk revival
Folk,Contemporary Folk
Folk,Filk music
Folk,Folk-Rock
Folk,Freak folk
Folk,German Folk
Folk,Indie folk
Folk,Industrial folk
Folk,Neofolk
Folk,New Acoustic
Folk,Progressive folk
Folk,Psychedelic folk
Folk,Sung poetry
Folk,Techno-folk
Folk,Traditional Folk
Hip-Hop/Rap,Alternative Rap
Hip-Hop/Rap,Atlanta hip hop
Hip-Hop/Rap,Avant-garde hip hop
Hip-Hop/Rap,Baltimore club
Hip-Hop/Rap,Bongo Flava
Hip-Hop/Rap,Bounce music
Hip-Hop/Rap,Brick City club
Hip-Hop/Rap,Chicago hip hop
Hip-Hop/Rap,Chicano rap
Hip-Hop/Rap,Chopped and screwed
Hip-Hop/Rap,Christian hip hop
Hip-Hop/Rap,Conscious hip hop
Hip-Hop/Rap,Country-rap
Hip-Hop/Rap,Crunk
Hip-Hop/Rap,Crunkcore
Hip-Hop/Rap,Cumbia rap
Hip-Hop/Rap,Detroit hip hop
Hip-Hop/Rap,Dirty South
Hip-Hop/Rap,East Coast hip hop
Hip-Hop/Rap,East Coast Rap
Hip-Hop/Rap,Electro music
Hip-Hop/Rap,Freestyle music
Hip-Hop/Rap,Freestyle rap
Hip-Hop/Rap,Gangsta Rap
Hip-Hop/Rap,G-Funk
Hip-Hop/Rap,Ghetto house
Hip-Hop/Rap,Ghettotech
Hip-Hop/Rap,Grime
Hip-Hop/Rap,Hardcore hip hop
Hip-Hop/Rap,Hardcore Rap
Hip-Hop/Rap,Hip hop soul
Hip-Hop/Rap,Hip house
Hip-Hop/Rap,Hip pop
Hip-Hop/Rap,Hiplife
Hip-Hop/Rap,Horrorcore
Hip-Hop/Rap,Houston hip hop
Hip-Hop/Rap,Hyphy
Hip-Hop/Rap,Industrial hip hop
Hip-Hop/Rap,Instrumental hip hop
Hip-Hop/Rap,Jazz rap
Hip-Hop/Rap,Jerkin'
Hip-Hop/Rap,Kwaito
Hip-Hop/Rap,Latin Rap
Hip-Hop/Rap,Left-Field Hip-Hop
Hip-Hop/Rap,Low Bap
Hip-Hop/Rap,Lyrical hip hop
Hip-Hop/Rap,Mafioso rap
Hip-Hop/Rap,Merenrap
Hip-Hop/Rap,Miami bass
Hip-Hop/Rap,Midwest hip hop
Hip-Hop/Rap,Motswako
Hip-Hop/Rap,Nerdcore hip hop
Hip-Hop/Rap,New jack swing
Hip-Hop/Rap,New Jersey hip hop
Hip-Hop/Rap,New Skool
Hip-Hop/Rap,Old Skool Rap
Hip-Hop/Rap,Political hip hop
Hip-Hop/Rap,Ragga
Hip-Hop/Rap,Rap
Hip-Hop/Rap,Rap metal
Hip-Hop/Rap,Rap opera
Hip-Hop/Rap,Rap rock
Hip-Hop/Rap,Rapcore
Hip-Hop/Rap,Reggae Español/Spanish Reggae
Hip-Hop/Rap,Reggaeton
Hip-Hop/Rap,Snap music
Hip-Hop/Rap,Songo-salsa
Hip-Hop/Rap,Southern hip hop
Hip-Hop/Rap,St. Louis hip hop
Hip-Hop/Rap,Trip hop (or Bristol sound)
Hip-Hop/Rap,Turntablism
Hip-Hop/Rap,Twin Cities hip hop
Hip-Hop/Rap,Underground hip hop
Hip-Hop/Rap,Underground Rap
Hip-Hop/Rap,Urban Pasifika
Hip-Hop/Rap,West Coast hip hop
Hip-Hop/Rap,West Coast Rap
Jazz,Acid jazz
Jazz,Asian American jazz
Jazz,Avant-Garde Jazz
Jazz,Bebop
Jazz,Big Band
Jazz,Boogie-woogie
Jazz,Bossa nova
Jazz,British dance band
Jazz,Cape jazz
Jazz,Chamber jazz
Jazz,Contemporary Jazz
Jazz,Continental Jazz
Jazz,Cool jazz
Jazz,Crossover Jazz
Jazz,Cubop
Jazz,Dixieland
Jazz,Ethno jazz
Jazz,European free jazz
Jazz,Free funk
Jazz,Free improvisation
Jazz,Free jazz
Jazz,Fusion
Jazz,Gypsy jazz
Jazz,Hard Bop
Jazz,Jazz blues
Jazz,Jazz fusion
Jazz,Jazz rap
Jazz,Jazz rock
Jazz,Jazz-funk
Jazz,Kansas City blues
Jazz,Kansas City jazz
Jazz,Latin Jazz
Jazz,Livetronica
Jazz,Mainstream Jazz
Jazz,M-Base
Jazz,Modal jazz
Jazz,Neo-bop jazz
Jazz,Neo-swing
Jazz,Novelty ragtime
Jazz,Nu jazz
Jazz,Orchestral jazz
Jazz,Post-bop
Jazz,Punk jazz
Jazz,Ragtime
Jazz,Shibuya-kei
Jazz,Ska jazz
Jazz,Smooth Jazz
Jazz,Soul jazz
Jazz,Straight-ahead jazz
Jazz,Stride jazz
Jazz,Swing
Jazz,Third stream
Jazz,Trad Jazz
Jazz,Vocal jazz
Jazz,West Coast Gypsy jazz
Jazz,West Coast jazz
Metal,Baroque Metal
Metal,Black Metal
Metal,Brutal Death metal
Metal,Brutal Progressive metal 
Metal,Brutal Technical death
Metal,Celtic metal
Metal,Christian metal
Metal,Crossover Thrash Metal
Metal,Crust/Punk
Metal,D-beat
Metal,Death Metal
Metal,Deathcore
Metal,Djent
Metal,Doom
Metal,Drone metal
Metal,DSBM
Metal,Epic Metal
Metal,Extreme Metal
Metal,Folk Metal
Metal,Funeral Doom
Metal,Funk metal
Metal,Glam metal
Metal,Gore
Metal,Goregrind
Metal,Goth Metal
Metal,Grindcore
Metal,Groove metal
Metal,Hair Metal
Metal,Heavy Metal
Metal,Industrial Metal
Metal,Math Metal
Metal,Mathcore
Metal,Medieval metal
Metal,Melodic Black Metal
Metal,Melodic Death Metal
Metal,Metalcore
Metal,Neo-Classical Metal
Metal,New Wave Of British Heavy Metal
Metal,Noisecore
Metal,Nu Metal
Metal,Old school Death Metal
Metal,Oriental Metal 
Metal,Porngrind
Metal,Post-metal
Metal,Power Metal
Metal,Progressive Metal
Metal,Punk Metal
Metal,Rap Metal
Metal,Slam 
Metal,Sludge
Metal,Speed metal
Metal,Stoner Metal
Metal,Symphonic metal
Metal,Synth Metal
Metal,Technical Death Metal
Metal,Thrash
Metal,Vedic Metal
Metal,Viking Metal
Pop,Adult Contemporary
Pop,Arab pop
Pop,Austropop
Pop,Balkan pop
Pop,Baroque pop
Pop,Britpop
Pop,Bubblegum pop
Pop,Classical crossover
Pop,Country pop
Pop,Dance-pop
Pop,Disco polo
Pop,Electropop
Pop,Eurobeat
Pop,Europop
Pop,French pop
Pop,German Pop
Pop,Indie Pop
Pop,Iranian pop
Pop,Italo dance
Pop,Italo disco
Pop,Jangle pop
Pop,Japanese Pop
Pop,J-Pop
Pop,K-Pop
Pop,Laïkó
Pop,Latin pop
Pop,Levenslied
Pop,Louisiana swamp pop
Pop,Mexican pop
Pop,Motorpop
Pop,Nederpop
Pop,New romantic
Pop,Pop rap
Pop,Popera
Pop,Pop-Rock
Pop,Psychedelic pop
Pop,Russian pop
Pop,Schlager
Pop,Soft rock
Pop,Sophisti-pop
Pop,Space age pop
Pop,Sunshine pop
Pop,Surf pop
Pop,Synthpop
Pop,Teen pop
Pop,Traditional pop music
Pop,Turkish pop
Pop,Vispop
Pop,Wonky Pop
R&B,Blue-eyed soul
R&B,Boogie
R&B,Contemporary R&B
R&B,Deep Funk
R&B,Disco
R&B,Doo Wop
R&B,Funk
R&B,Go-go
R&B,Hip hop soul
R&B,Motown
R&B,Neo-Soul
R&B,New jack swing
R&B,Northern soul
R&B,P-Funk
R&B,Post-disco
R&B,Quiet Storm
R&B,Soul
Reggae,2 tone
Reggae,Bluebeat
Reggae,Dancehall
Reggae,Dub
Reggae,Lovers rock
Reggae,Polish reggae
Reggae,Ragga
Reggae,Reggaefusion
Reggae,Rocksteady
Reggae,Roots Reggae
Reggae,Ska
Rock,Acid rock
Rock,Alternative Rock
Rock,American Trad Rock
Rock,Anarcho punk
Rock,Arena Rock
Rock,Art punk
Rock,Art Rock
Rock,Beat music
Rock,Blues-Rock
Rock,British Invasion
Rock,Britpop
Rock,Canterbury scene
Rock,Celtic punk
Rock,Celtic rock music?
Rock,Chinese rock
Rock,Christian rock
Rock,College Rock
Rock,Comedy rock
Rock,Country rock?
Rock,Cowpunk
Rock,Crust punk
Rock,Crustgrind
Rock,Dance-rock?
Rock,Dark cabaret
Rock,D-beat
Rock,Deathrock
Rock,Desert rock
Rock,Digital Hardcore
Rock,Dream pop
Rock,Dunedin Sound
Rock,Electronic rock
Rock,Emo
Rock,Experimental Rock
Rock,Folk punk
Rock,Folk rock
Rock,Freakbeat
Rock,Funk rock
Rock,Garage punk
Rock,Garage rock
Rock,Glam Rock
Rock,Goth Rock
Rock,Grindcore
Rock,Grunge
Rock,Gypsy punk
Rock,Hard Rock
Rock,Hardcore Punk
Rock,Horror punk
Rock,Indie pop
Rock,Indie Rock
Rock,Industrial rock
Rock,Jam Bands
Rock,Jazz-Rock
Rock,Krautrock
Rock,Math rock
Rock,Nagoya kei
Rock,Neo-psychedelia
Rock,New Prog
Rock,New Wave
Rock,Noise pop/rock
Rock,Noisegrind
Rock,Nu metal
Rock,Paisley Underground
Rock,Pop punk
Rock,Pop rock
Rock,Post-Britpop
Rock,Post-grunge
Rock,Post-hardcore
Rock,Post-punk
Rock,Post-punk revival
Rock,Post-Rock
Rock,Power pop
Rock,Powerviolence
Rock,Progressive Rock
Rock,Psychedelic Rock
Rock,Psychobilly
Rock,Punk Rock
Rock,Raga rock
Rock,Rap Rock
Rock,Rapcore
Rock,Reggae rock?
Rock,Riot grrrl
Rock,Rock & Roll
Rock,Rock en Español
Rock,Rock in Opposition
Rock,Rockabilly
Rock,Roots Rock
Rock,Sadcore
Rock,Screamo
Rock,Shoegaze / Dream Rock
Rock,Ska punk
Rock,Skacore
Rock,Skate Punk
Rock,Slowcore
Rock,Southern Rock
Rock,Space rock
Rock,Stoner rock
Rock,Street punk
Rock,Sufi rock
Rock,Surf rock
Rock,Swamp rock
Rock,Synth rock
Rock,Tex-Mex
Rock,Thrashcore
Rock,Twee Pop/Rock
Rock,Viking rock?
Rock,Visual kei
Rock,World Fusion
Soundtrack / OST,Foreign Cinema
Soundtrack / OST,Musicals
Soundtrack / OST,Original Score
Soundtrack / OST,Soundtrack
Soundtrack / OST,TV Soundtrack
Vocal,Spoken Word
Vocal,Standards
Vocal,Traditional Pop
Vocal,Vocal Jazz
Vocal,Vocal Pop
World,Africa
World,Afro/Nyabinghi
World,Afro-Beat
World,Afro-Pop
World,Asia
World,Australia
World,Cajun
World,Caribbean
World,Celtic
World,Celtic Folk
World,Contemporary Celtic
World,Europe
World,France
World,Hawaii
World,Indian Pop
World,Japan
World,Klezmer
World,Middle East
World,North America
World,Polka
World,Sitar funk
World,South Africa
World,South America
World,Traditional Celtic
World,Worldbeat
World,Zydeco
Latino/Caribbean,Alternativo & Rock Latino
Latino/Caribbean,Axé
Latino/Caribbean,Bachata
Latino/Caribbean,Baithak Gana
Latino/Caribbean,Baladas y Boleros
Latino/Caribbean,Bossa Nova
Latino/Caribbean,Brazilian
Latino/Caribbean,Brazilian rock
Latino/Caribbean,Brega
Latino/Caribbean,Calypso
Latino/Caribbean,Caribbean
Latino/Caribbean,Choro
Latino/Caribbean,Chutney
Latino/Caribbean,Chutney soca
Latino/Caribbean,Contemporary Latin
Latino/Caribbean,Cumbia
Latino/Caribbean,Forró
Latino/Caribbean,Frevo
Latino/Caribbean,Funk Carioca
Latino/Caribbean,Huayño
Latino/Caribbean,Kompa
Latino/Caribbean,Lambada
Latino/Caribbean,Latin Jazz
Latino/Caribbean,Mambo
Latino/Caribbean,Maracatu
Latino/Caribbean,Mariachi
Latino/Caribbean,Merengue
Latino/Caribbean,Música Popular Brasileira
Latino/Caribbean,Música sertaneja
Latino/Caribbean,Pagode
Latino/Caribbean,Pop Latino
Latino/Caribbean,Raíces
Latino/Caribbean,Ranchera
Latino/Caribbean,RAP
Latino/Caribbean,Reggaeton
Latino/Caribbean,Reggaeton y Hip-Hop
Latino/Caribbean,Regional Mexicano
Latino/Caribbean,Salsa
Latino/Caribbean,Salsa y Tropical
Latino/Caribbean,Samba
Latino/Caribbean,Samba rock
Latino/Caribbean,Soca
Latino/Caribbean,Son
Latino/Caribbean,Tecnobrega
Latino/Caribbean,Tejano
Latino/Caribbean,Tropicalia
Latino/Caribbean,Zouk
Latino/Caribbean,Zouk-Lambada
Children’s Music,Disney
Children’s Music,Lullabies
Children’s Music,Sing-Along
Children’s Music,Stories
Other,Anime
Other,Comedy
Other,Drinking Songs
Other,Karaoke
Other,Novelty
Other,Parody music
Other,Standup Comedy
